Date,Open,High,Low,Close,Coin
2021-05-16,46716.63798759,49720.04462248,43963.35018635,46456.05847448,btc
2021-05-15,49855.49465011,50639.66532796,46664.141871,46760.18656071,btc
2021-05-14,49682.9818555,51438.11908462,48868.57828576,49880.53342038,btc
2021-05-13,49735.43206467,51330.84358607,46980.01875184,49716.19160254,btc
2021-05-12,56714.53316738,57939.36241484,49150.53387514,49150.53387514,btc
2021-05-11,55847.24104211,56872.54492059,54608.65245902,56704.5730585,btc
2021-05-10,58250.87253094,59519.35442559,54071.45537889,55859.79754454,btc
2021-05-09,58877.3886984,59210.88178942,56482.00354511,58232.3161419,btc
2021-05-08,57352.7659529,59464.61249257,56975.21065264,58803.77580865,btc
2021-05-07,56413.95355125,58606.63396719,55321.84671038,57356.40187692,btc
2021-05-06,57441.30708417,58363.3146181,55382.50610418,56396.51416376,btc
2021-05-05,53252.16476125,57911.36359718,52969.05536281,57424.00594813,btc
2021-05-04,57214.17876121,57214.17876121,53191.42503284,53333.53775274,btc
2021-05-03,56620.27262011,58973.30843091,56590.86914497,57200.29122289,btc
2021-05-02,57825.86281955,57902.59217082,56141.90651506,56631.07741255,btc
2021-05-01,57714.66485835,58448.33881062,57052.2741756,57828.05063222,btc
2021-04-30,53568.66358369,57900.71998842,53129.6008774,57750.17734563,btc
2021-04-29,54858.09149222,55115.84415438,52418.02844504,53555.10849133,btc
2021-04-28,55036.63741947,56227.20564809,53887.91781682,54824.70489507,btc
2021-04-27,54030.30371848,55416.96405761,53319.18665411,55033.11801332,btc
2021-04-26,49077.79236302,54288.00215537,48852.79684295,54021.75478737,btc
2021-04-25,50052.83164893,50506.01909839,47159.48584083,49004.25326318,btc
2021-04-24,51143.22627463,51167.56335742,48805.2846976,50050.86821565,btc
2021-04-23,51739.80692966,52120.79164545,47714.66215249,51093.65070999,btc
2021-04-22,53857.10689483,55410.22866494,50583.81405608,51762.27205146,btc
2021-04-21,56471.12771923,56757.97158884,53695.4703347,53906.08804584,btc
2021-04-20,55681.79251074,57062.1502465,53448.04838457,56473.0322808,btc
2021-04-19,56191.5841095,57520.05477733,54368.59365509,55724.26709807,btc
2021-04-18,60701.88609331,61057.45650886,52829.53592647,56216.18500243,btc
2021-04-17,61529.92099734,62572.17605057,60361.35217909,60683.82123331,btc
2021-04-16,63258.50517438,63594.72091303,60222.53207871,61572.78960116,btc
2021-04-15,63075.19622093,63821.67219266,62208.96436559,63314.01084504,btc
2021-04-14,63523.75486927,64863.0989077,61554.79669042,63109.69593464,btc
2021-04-13,59890.01779033,63742.28333718,59869.95629306,63503.45793019,btc
2021-04-12,60175.94475711,61253.0369158,59589.87375623,59893.45188869,btc
2021-04-11,59846.23078558,60790.55531507,59289.79563078,60204.96491379,btc
2021-04-10,58253.77680886,61276.66536564,58038.70627787,59793.23541009,btc
2021-04-09,58326.56361984,58937.04651601,57807.86384217,58245.00300108,btc
2021-04-08,56099.91311078,58338.73822544,55879.08419515,58323.95357975,btc
2021-04-07,58186.50853398,58731.14290107,55604.02359245,56048.93781271,btc
2021-04-06,59171.93202224,59479.57855171,57646.80889002,58192.35868406,btc
2021-04-05,58760.87326121,59891.2969082,57694.82602134,59057.87896588,btc
2021-04-04,57604.83861776,58913.74779189,57168.67578229,58758.55629127,btc
2021-04-03,59397.40846193,60110.26846076,57603.88917376,57603.88917376,btc
2021-04-02,59098.87907036,60267.18765009,58869.27996831,59384.3133586,btc
2021-04-01,58926.56414734,59586.0722493,58505.27905354,59095.80797806,btc
2021-03-31,58930.27778393,59930.02716002,57726.41877444,58918.83271375,btc
2021-03-30,57750.13284273,59447.22403098,57251.5506051,58917.6930451,btc
2021-03-29,55947.8989665,58342.09641112,55139.34175909,57750.19987147,btc
2021-03-28,55974.94118696,56610.31196825,55071.11199378,55950.7457745,btc
2021-03-27,55137.56723702,56568.2160496,54242.90967619,55973.51084173,btc
2021-03-26,51683.0100897,55137.31372578,51579.85505711,55137.31372578,btc
2021-03-25,52726.7455686,53392.38600133,50856.5686854,51704.1619252,btc
2021-03-24,54710.48908407,57262.38293272,52514.33339864,52774.26369049,btc
2021-03-23,54511.66203198,55985.44014058,53470.6933802,54738.94493032,btc
2021-03-22,57517.89148833,58471.47864713,54288.1580282,54529.14561107,btc
2021-03-21,58309.91303265,58767.89678899,56005.61700987,57523.42098673,btc
2021-03-20,58332.26220538,60031.2869743,58213.29736375,58313.64260857,btc
2021-03-19,57850.44063985,59498.37646021,56643.70148588,58346.65297359,btc
2021-03-18,58893.078058,60116.24964434,54253.58000473,57858.92070527,btc
2021-03-17,56825.82889756,58969.81634559,54528.62716687,58870.89333325,btc
2021-03-16,55840.78651437,56833.17978025,53555.02773503,56804.90123161,btc
2021-03-15,59267.4290492,60540.99271158,55393.16536281,55907.20022619,btc
2021-03-14,61221.13429704,61597.91839583,59302.31697742,59302.31697742,btc
2021-03-13,57343.37024739,61683.86401412,56217.97238151,61243.08476552,btc
2021-03-12,57821.21874746,57996.61948977,55376.6500885,57332.08896391,btc
2021-03-11,55963.18008858,58091.0627026,54484.59308946,57805.12301924,btc
2021-03-10,54824.01119917,57258.25497592,53290.89116852,56008.54940114,btc
2021-03-09,52272.96978194,54824.11781138,51981.83131223,54824.11781138,btc
2021-03-08,51174.1169466,52314.06880137,49506.05345768,52246.52230995,btc
2021-03-07,48918.6802649,51384.36601025,48918.6802649,51206.69295308,btc
2021-03-06,48899.23078213,49147.21821972,47257.5269076,48912.38173056,btc
2021-03-05,48527.03198074,49396.43086209,46542.51494044,48927.3045548,btc
2021-03-04,50522.30503036,51735.09105293,47656.92904603,48561.1661539,btc
2021-03-03,48415.8149783,52535.1357839,48274.32049678,50538.24341445,btc
2021-03-02,49612.10703748,50127.50988383,47228.84534569,48378.98805435,btc
2021-03-01,45159.50305253,49784.01528954,45115.09311478,49631.24137077,btc
2021-02-28,46194.01635186,46716.43099302,43241.61822653,45137.77046805,btc
2021-02-27,46344.77223734,48253.27010115,45269.0257658,46188.45127539,btc
2021-02-26,47180.4640539,48370.78525976,44454.84211387,46339.76008289,btc
2021-02-25,49709.08242476,51948.96698227,47093.85301914,47093.85301914,btc
2021-02-24,48835.08766112,51290.13669492,47213.49816173,49705.33331637,btc
2021-02-23,54204.92975578,54204.92975578,45290.59026818,48824.42686909,btc
2021-02-22,57532.73886407,57533.38932549,48967.56518819,54207.31906543,btc
2021-02-21,56068.56824551,58330.57214185,55672.60951328,57539.9436679,btc
2021-02-20,55887.33571358,57505.22818745,54626.5597762,56099.52051348,btc
2021-02-19,51675.98128513,56113.65054685,50937.27572157,55888.13368221,btc
2021-02-18,52140.97271656,52474.10724863,51015.76455379,51679.79669449,btc
2021-02-17,49207.27643233,52533.91431173,49072.3771403,52149.00753587,btc
2021-02-16,47944.45800728,50341.10325246,47201.30375472,49199.87134362,btc
2021-02-15,48696.53665993,48875.57161074,46347.47709171,47945.05683234,btc
2021-02-14,47114.50958649,49487.64087275,47114.50958649,48717.2902111,btc
2021-02-13,47491.20255503,48047.74459107,46392.28233345,47105.51747252,btc
2021-02-12,47877.03437451,48745.73380014,46424.97781781,47504.85118326,btc
2021-02-11,44898.71161149,48463.46712511,44187.7623505,47909.33119483,btc
2021-02-10,46469.76120204,47145.56819859,43881.1525986,44918.18449192,btc
2021-02-09,46184.99146609,48003.72396182,45166.96004492,46481.10423596,btc
2021-02-08,38886.82728995,46203.93143652,38076.32280719,46196.46371944,btc
2021-02-07,39250.1905137,39621.8354917,37446.15388489,38903.44147971,btc
2021-02-06,38138.38833975,40846.54690329,38138.38833975,39266.01073494,btc
2021-02-05,36931.54564785,38225.90594551,36658.76353663,38144.30686267,btc
2021-02-04,37475.10402915,38592.17637724,36317.49880728,36926.06446515,btc
2021-02-03,35510.82121346,37480.18789413,35443.98272623,37472.09010368,btc
2021-02-02,33533.20067102,35896.88214463,33489.21867158,35510.28903716,btc
2021-02-01,33114.57724298,34638.21348502,32384.22810648,33537.1768196,btc
2021-01-31,34270.87759214,34288.33147504,32270.17602471,33114.35774753,btc
2021-01-30,34295.9350435,34834.70830094,32940.18691419,34269.52154165,btc
2021-01-29,34318.6716924,38406.26096472,32064.81418675,34316.38765032,btc
2021-01-28,30441.0418168,33858.31099229,30023.2068317,33466.09635821,btc
2021-01-27,32564.03024112,32564.03024112,29367.13921776,30432.54707881,btc
2021-01-26,32358.6131737,32794.5495902,31030.26596571,32569.84955679,btc
2021-01-25,32285.79891345,34802.74297839,32087.78796567,32366.39304887,btc
2021-01-24,32064.37631516,32944.00894195,31106.68577002,32289.37808687,btc
2021-01-23,32985.75691326,33360.97818593,31493.15966789,32067.64288212,btc
2021-01-22,30817.62519242,33811.85156014,28953.372751,33005.76356216,btc
2021-01-21,35549.39740902,35552.67949732,30250.74963896,30825.69850603,btc
2021-01-20,36050.11269824,36378.32670045,33570.47780293,35547.7508855,btc
2021-01-19,36642.23272357,37755.89185872,36069.80639361,36069.80639361,btc
2021-01-18,35792.23666766,37299.28580604,34883.84404829,36630.07568284,btc
2021-01-17,36163.64923243,36722.34987621,34069.32218533,35791.27792129,btc
2021-01-16,36821.64873201,37864.36887891,35633.55401669,36178.13890106,btc
2021-01-15,39156.7080858,39577.71118833,34659.58974449,36825.36585131,btc
2021-01-14,37325.10763475,39966.40524241,36868.5632453,39187.32812109,btc
2021-01-13,33915.11958124,37599.96059774,32584.66767186,37316.35939997,btc
2021-01-12,35516.36114084,36568.52697414,32697.97662163,33922.9605815,btc
2021-01-11,38346.52950301,38346.52950301,30549.59876946,35566.65594049,btc
